session_id,user_id,session_source,timestamp,event,register_date,age,gender,region,transaction_id,paid_time,total_amount,payment_method,product_id,category_id,category
59407,5541,CPC,7/9/22,Paid,4/3/22,39,F,Selatan,23001,7/9/22,146000,Transfer Rekening,G2,G,G. Unggas
59411,13512,CPC,7/9/22,Paid,7/8/22,30,F,Timur,23002,7/9/22,132000,Virtual Account,E3,E,E. Kebutuhan Pokok
59415,4863,CPC,7/9/22,Paid,3/27/22,30,F,Barat,23003,7/9/22,74000,Virtual Account,J1,J,J. Bumbu Dapur
59413,13513,CPC,7/9/22,Paid,7/8/22,23,F,Timur,23004,7/9/22,52000,QRIS,G1,G,G. Unggas
59416,13514,Organic Social,7/9/22,Paid,7/8/22,25,F,Timur,23005,7/9/22,76000,Virtual Account,I1,I,I. Buah
59418,2974,Organic Social,7/9/22,Paid,2/28/22,25,F,Selatan,23006,7/9/22,228000,Kartu Kredit,I1,I,I. Buah
59419,8593,Email,7/9/22,Paid,5/11/22,22,M,Timur,23007,7/9/22,101000,Virtual Account,I2,I,I. Buah
59421,13515,CPC,7/9/22,Paid,7/8/22,27,F,Selatan,23008,7/9/22,75000,Virtual Account,G2,G,G. Unggas
59426,13516,CPC,7/9/22,Paid,7/8/22,27,F,Utara,23009,7/9/22,95000,QRIS,J1,J,J. Bumbu Dapur
59432,13518,CPC,7/9/22,Paid,7/8/22,20,F,Timur,23010,7/9/22,53000,Transfer Rekening,G2,G,G. Unggas
59431,7364,Email,7/9/22,Paid,4/29/22,33,M,Selatan,23011,7/9/22,236000,Transfer Rekening,J1,J,J. Bumbu Dapur
59429,13517,CPC,7/9/22,Paid,7/9/22,25,M,Pusat,23012,7/9/22,83000,Kartu Debit,G2,G,G. Unggas
59430,12320,Organic Search,7/9/22,Paid,6/27/22,19,M,Pusat,23013,7/9/22,113000,QRIS,G2,G,G. Unggas
59435,869,Direct,7/9/22,Paid,1/22/22,35,M,Selatan,23014,7/9/22,216000,Virtual Account,G2,G,G. Unggas
59438,1892,Organic Search,7/9/22,Paid,2/6/22,37,F,Timur,23015,7/9/22,456000,QRIS,F1,F,F. Paket Masak
59437,13331,Direct,7/9/22,Paid,7/6/22,32,F,Selatan,23016,7/9/22,336000,QRIS,G2,G,G. Unggas
59439,13519,Organic Social,7/9/22,Paid,7/8/22,26,F,Timur,23017,7/9/22,20000,QRIS,A1,A,A. Sayur
59448,13520,Organic Social,7/9/22,Paid,7/6/22,25,M,Selatan,23018,7/9/22,110000,QRIS,G1,G,G. Unggas
59447,3458,CPC,7/9/22,Paid,3/3/22,25,F,Pusat,23019,7/9/22,198000,QRIS,F1,F,F. Paket Masak
59450,4927,CPC,7/9/22,Paid,3/28/22,32,M,Timur,23020,7/9/22,290000,Virtual Account,E4,E,E. Kebutuhan Pokok
59451,7214,Direct,7/9/22,Paid,4/28/22,30,M,Timur,23021,7/9/22,134000,Kartu Kredit,G1,G,G. Unggas
59452,3069,Email,7/9/22,Paid,2/28/22,35,M,Selatan,23022,7/9/22,364000,Kartu Kredit,I1,I,I. Buah
59455,12524,CPC,7/9/22,Paid,6/30/22,25,F,Selatan,23023,7/9/22,272000,QRIS,G2,G,G. Unggas
59454,13521,CPC,7/9/22,Paid,7/9/22,25,F,Selatan,23024,7/9/22,41000,QRIS,J2,J,J. Bumbu Dapur
59456,7577,CPC,7/9/22,Paid,4/30/22,38,F,Selatan,23025,7/9/22,287000,Transfer Rekening,J2,J,J. Bumbu Dapur
59457,5070,Direct,7/9/22,Paid,3/30/22,32,F,Selatan,23026,7/9/22,98000,Virtual Account,F2,F,F. Paket Masak
59461,5446,Organic Search,7/9/22,Paid,4/2/22,33,M,Selatan,23027,7/9/22,193000,Kartu Debit,E2,E,E. Kebutuhan Pokok
59463,13522,Organic Search,7/9/22,Paid,7/9/22,20,F,Timur,23028,7/9/22,74000,QRIS,I2,I,I. Buah
59465,2968,Direct,7/9/22,Paid,2/28/22,19,F,Timur,23029,7/9/22,16000,QRIS,J2,J,J. Bumbu Dapur
59468,7625,Organic Social,7/9/22,Paid,4/30/22,19,F,Timur,23030,7/9/22,40000,QRIS,J2,J,J. Bumbu Dapur
59470,8195,CPC,7/9/22,Paid,5/6/22,23,F,Selatan,23031,7/9/22,65000,QRIS,F1,F,F. Paket Masak
59471,13523,CPC,7/9/22,Paid,7/9/22,19,F,Timur,23032,7/9/22,91000,Virtual Account,G1,G,G. Unggas
59473,6534,CPC,7/9/22,Paid,4/18/22,36,F,Barat,23033,7/9/22,197000,Kartu Kredit,G1,G,G. Unggas
59475,13525,Organic Social,7/9/22,Paid,7/8/22,23,F,Timur,23034,7/9/22,67000,QRIS,G2,G,G. Unggas
59474,13524,CPC,7/9/22,Paid,7/7/22,20,F,Timur,23035,7/9/22,123000,QRIS,F4,F,F. Paket Masak
59478,668,Direct,7/9/22,Paid,1/14/22,35,M,Timur,23036,7/9/22,52000,QRIS,J2,J,J. Bumbu Dapur
59487,12920,Organic Social,7/9/22,Paid,7/2/22,27,M,Timur,23037,7/9/22,62000,QRIS,J2,J,J. Bumbu Dapur
59491,1080,Email,7/9/22,Paid,1/25/22,35,F,Barat,23038,7/9/22,562000,QRIS,H2,H,H. Daging Beku
59490,13526,CPC,7/9/22,Paid,7/7/22,24,F,Pusat,23039,7/9/22,104000,QRIS,I2,I,I. Buah
59495,13527,CPC,7/9/22,Paid,7/8/22,22,F,Selatan,23040,7/9/22,98000,QRIS,E1,E,E. Kebutuhan Pokok
59496,10819,Direct,7/9/22,Paid,6/5/22,39,M,Pusat,23041,7/9/22,255000,Virtual Account,I1,I,I. Buah
59499,13528,CPC,7/9/22,Paid,7/9/22,19,F,Timur,23042,7/9/22,141000,Virtual Account,H1,H,H. Daging Beku
59498,8062,Direct,7/9/22,Paid,5/4/22,30,M,Selatan,23043,7/9/22,485000,Kartu Debit,I2,I,I. Buah
59508,7957,Email,7/9/22,Paid,4/30/22,23,F,Barat,23044,7/9/22,120000,Virtual Account,G1,G,G. Unggas
59514,13531,CPC,7/9/22,Paid,7/7/22,20,F,Timur,23045,7/9/22,10000,QRIS,J1,J,J. Bumbu Dapur
59510,13530,CPC,7/9/22,Paid,7/7/22,22,F,Timur,23046,7/9/22,66000,QRIS,I1,I,I. Buah
59506,13529,CPC,7/9/22,Paid,7/8/22,23,F,Pusat,23047,7/9/22,114000,Transfer Rekening,I2,I,I. Buah
59516,13532,Organic Social,7/9/22,Paid,7/9/22,39,F,Barat,23048,7/9/22,252000,Virtual Account,F3,F,F. Paket Masak
59521,13307,CPC,7/9/22,Paid,7/7/22,26,F,Timur,23049,7/9/22,42000,QRIS,F1,F,F. Paket Masak
59523,10593,Organic Social,7/9/22,Paid,6/2/22,25,M,Pusat,23050,7/9/22,38000,QRIS,J1,J,J. Bumbu Dapur
59522,12209,Direct,7/9/22,Paid,6/28/22,28,M,Selatan,23051,7/9/22,261000,QRIS,E2,E,E. Kebutuhan Pokok
59529,13534,CPC,7/9/22,Paid,7/8/22,20,F,Timur,23052,7/9/22,67000,Virtual Account,I2,I,I. Buah
59525,2754,Direct,7/9/22,Paid,2/26/22,29,F,Timur,23053,7/9/22,192000,Kartu Kredit,E4,E,E. Kebutuhan Pokok
59527,13533,CPC,7/9/22,Paid,7/9/22,20,F,Selatan,23054,7/9/22,20000,Virtual Account,D3,D,D. Makanan dan Minuman Ringan
59530,7550,Organic Social,7/9/22,Paid,4/30/22,40,F,Barat,23055,7/9/22,103000,Virtual Account,E2,E,E. Kebutuhan Pokok
59532,13535,Organic Social,7/9/22,Paid,7/9/22,23,F,Timur,23056,7/9/22,50000,QRIS,G1,G,G. Unggas
59537,14,Organic Search,7/9/22,Paid,12/31/21,31,M,Barat,23057,7/9/22,108000,Transfer Rekening,G2,G,G. Unggas
59549,1448,Email,7/9/22,Paid,1/31/22,30,F,Timur,23058,7/9/22,283000,QRIS,E3,E,E. Kebutuhan Pokok
59546,3003,Email,7/9/22,Paid,2/28/22,21,M,Pusat,23059,7/9/22,98000,Transfer Rekening,E3,E,E. Kebutuhan Pokok
59545,2584,Organic Search,7/9/22,Paid,2/24/22,36,M,Selatan,23060,7/9/22,115000,Kartu Kredit,F1,F,F. Paket Masak
59550,13536,Organic Social,7/9/22,Paid,7/9/22,22,F,Selatan,23061,7/9/22,42000,Virtual Account,C1,C,C. Susu & Olahan Susu
59552,13537,CPC,7/9/22,Paid,7/8/22,20,F,Timur,23062,7/9/22,80000,QRIS,E1,E,E. Kebutuhan Pokok
59553,5953,CPC,7/9/22,Paid,4/9/22,26,M,Timur,23063,7/9/22,50000,QRIS,J1,J,J. Bumbu Dapur
59559,4160,Organic Search,7/9/22,Paid,3/16/22,33,M,Selatan,23064,7/9/22,357000,Kartu Kredit,G1,G,G. Unggas
59560,12264,CPC,7/9/22,Paid,6/26/22,24,F,Pusat,23065,7/9/22,83000,QRIS,G2,G,G. Unggas
59568,13540,CPC,7/9/22,Paid,7/9/22,25,F,Timur,23066,7/9/22,35000,Virtual Account,A3,A,A. Sayur
59563,13538,Organic Social,7/9/22,Paid,7/7/22,21,M,Pusat,23068,7/9/22,123000,Virtual Account,I1,I,I. Buah
59565,13539,Organic Social,7/9/22,Paid,7/9/22,26,F,Barat,23069,7/9/22,123000,QRIS,I1,I,I. Buah
59566,9193,Direct,7/9/22,Paid,5/22/22,20,F,Timur,23070,7/9/22,34000,Virtual Account,I2,I,I. Buah
59573,13542,CPC,7/9/22,Paid,7/9/22,24,M,Pusat,23071,7/9/22,65000,QRIS,F1,F,F. Paket Masak
59570,13541,Organic Social,7/9/22,Paid,7/9/22,25,M,Timur,23072,7/9/22,63000,QRIS,G2,G,G. Unggas
59571,1513,Organic Social,7/9/22,Paid,2/1/22,39,F,Barat,23073,7/9/22,437000,Virtual Account,I1,I,I. Buah
59574,13543,Organic Social,7/9/22,Paid,7/7/22,19,F,Timur,23074,7/9/22,60000,QRIS,J1,J,J. Bumbu Dapur
59576,2820,Email,7/9/22,Paid,2/27/22,31,M,Selatan,23075,7/9/22,84000,QRIS,J2,J,J. Bumbu Dapur
59577,13544,CPC,7/9/22,Paid,7/8/22,27,M,Timur,23076,7/9/22,136000,Kartu Debit,E2,E,E. Kebutuhan Pokok
59580,7750,Email,7/9/22,Paid,5/1/22,40,M,Timur,23077,7/9/22,322000,Virtual Account,I1,I,I. Buah
59582,11629,Organic Social,7/9/22,Paid,6/21/22,21,M,Pusat,23079,7/9/22,160000,Virtual Account,E1,E,E. Kebutuhan Pokok
59586,4045,Direct,7/9/22,Paid,3/12/22,33,F,Selatan,23080,7/9/22,66000,QRIS,J2,J,J. Bumbu Dapur
59591,5241,Direct,7/9/22,Paid,3/31/22,39,M,Selatan,23082,7/9/22,113000,Kartu Debit,E1,E,E. Kebutuhan Pokok
59592,13545,Organic Social,7/9/22,Paid,7/8/22,19,M,Timur,23083,7/9/22,42000,Virtual Account,F1,F,F. Paket Masak
59597,13546,CPC,7/9/22,Paid,7/9/22,23,F,Timur,23084,7/9/22,46000,Kartu Debit,A3,A,A. Sayur
78276,3719,Direct,8/9/22,Paid,3/5/22,29,M,Timur,31516,8/9/22,145000,Virtual Account,E4,E,E. Kebutuhan Pokok
78281,16407,CPC,8/9/22,Paid,8/7/22,27,M,Pusat,31517,8/9/22,27000,QRIS,J2,J,J. Bumbu Dapur
78285,312,Direct,8/9/22,Paid,1/3/22,23,F,Timur,31518,8/9/22,80000,QRIS,G1,G,G. Unggas
78287,7863,Organic Social,8/9/22,Paid,5/2/22,31,F,Pusat,31519,8/9/22,341000,Kartu Debit,H2,H,H. Daging Beku
78288,15935,Direct,8/9/22,Paid,8/3/22,33,F,Pusat,31520,8/9/22,213000,QRIS,E3,E,E. Kebutuhan Pokok
78289,16408,Direct,8/9/22,Paid,8/8/22,23,F,Pusat,31521,8/9/22,133000,QRIS,G2,G,G. Unggas
78290,3290,Email,8/9/22,Paid,2/28/22,34,F,Pusat,31522,8/9/22,616000,Kartu Kredit,H2,H,H. Daging Beku
78293,1089,Direct,8/9/22,Paid,1/24/22,27,M,Pusat,31523,8/9/22,114000,QRIS,J2,J,J. Bumbu Dapur
78295,2653,Email,8/9/22,Paid,2/25/22,27,M,Pusat,31524,8/9/22,83000,Transfer Rekening,J1,J,J. Bumbu Dapur
78297,1021,Organic Social,8/9/22,Paid,1/25/22,28,F,Selatan,31525,8/9/22,429000,Kartu Kredit,H1,H,H. Daging Beku
78299,2248,CPC,8/9/22,Paid,2/15/22,26,M,Pusat,31526,8/9/22,425000,QRIS,I1,I,I. Buah
78302,16409,CPC,8/9/22,Paid,8/8/22,27,F,Timur,31527,8/9/22,66000,QRIS,F4,F,F. Paket Masak
78304,16410,CPC,8/9/22,Paid,8/8/22,23,M,Barat,31528,8/9/22,31000,QRIS,A2,A,A. Sayur
78305,4530,Email,8/9/22,Paid,3/24/22,28,M,Selatan,31529,8/9/22,149000,Virtual Account,J2,J,J. Bumbu Dapur
78307,7177,Organic Social,8/9/22,Paid,4/28/22,29,F,Selatan,31530,8/9/22,187000,QRIS,G2,G,G. Unggas
78308,16411,CPC,8/9/22,Paid,8/9/22,22,M,Pusat,31531,8/9/22,97000,QRIS,H2,H,H. Daging Beku
78311,6658,Direct,8/9/22,Paid,4/21/22,29,F,Pusat,31532,8/9/22,20000,Kartu Debit,A1,A,A. Sayur
78309,11213,Organic Social,8/9/22,Paid,6/14/22,26,M,Selatan,31533,8/9/22,30000,Virtual Account,C2,C,C. Susu & Olahan Susu
78314,5108,Organic Search,8/9/22,Paid,3/30/22,26,F,Selatan,31534,8/9/22,73000,Virtual Account,I1,I,I. Buah
78315,9196,Organic Social,8/9/22,Paid,5/20/22,28,M,Selatan,31535,8/9/22,226000,Virtual Account,G2,G,G. Unggas
78316,11401,Email,8/9/22,Paid,6/18/22,23,M,Timur,31536,8/9/22,76000,Kartu Debit,I1,I,I. Buah
78317,16412,CPC,8/9/22,Paid,8/8/22,26,F,Timur,31537,8/9/22,110000,Virtual Account,J1,J,J. Bumbu Dapur
78320,3705,Organic Search,8/9/22,Paid,3/6/22,25,M,Selatan,31538,8/9/22,383000,Kartu Debit,I2,I,I. Buah
78319,7973,Organic Search,8/9/22,Paid,5/2/22,24,F,Selatan,31539,8/9/22,74000,Virtual Account,I2,I,I. Buah
78326,6328,Email,8/9/22,Paid,4/16/22,30,M,Barat,31540,8/9/22,259000,Virtual Account,F4,F,F. Paket Masak
78322,16413,Direct,8/9/22,Paid,8/8/22,26,F,Selatan,31541,8/9/22,41000,QRIS,I1,I,I. Buah
78328,16414,CPC,8/9/22,Paid,8/8/22,19,M,Selatan,31542,8/9/22,16000,Virtual Account,J2,J,J. Bumbu Dapur
78323,7226,Direct,8/9/22,Paid,4/26/22,37,F,Selatan,31543,8/9/22,66000,Transfer Rekening,I1,I,I. Buah
78329,16415,CPC,8/9/22,Paid,8/9/22,27,F,Utara,31544,8/9/22,60000,Virtual Account,C2,C,C. Susu & Olahan Susu
78332,966,Direct,8/9/22,Paid,1/23/22,24,M,Selatan,31545,8/9/22,385000,QRIS,H2,H,H. Daging Beku
78333,16416,Organic Social,8/9/22,Paid,8/9/22,20,M,Timur,31546,8/9/22,34000,QRIS,I2,I,I. Buah
78334,12137,Organic Search,8/9/22,Paid,6/27/22,32,F,Barat,31547,8/9/22,338000,Transfer Rekening,H2,H,H. Daging Beku
78341,4894,Email,8/9/22,Paid,3/27/22,32,F,Pusat,31548,8/9/22,295000,Kartu Kredit,F3,F,F. Paket Masak
78344,12721,Direct,8/9/22,Paid,6/30/22,28,F,Utara,31549,8/9/22,482000,Kartu Kredit,H1,H,H. Daging Beku
78348,16417,CPC,8/9/22,Paid,8/8/22,20,M,Selatan,31550,8/9/22,80000,Virtual Account,G1,G,G. Unggas
78350,16418,CPC,8/9/22,Paid,8/7/22,19,F,Barat,31551,8/9/22,68000,QRIS,F2,F,F. Paket Masak
78351,6746,Organic Search,8/9/22,Paid,4/21/22,28,M,Pusat,31552,8/9/22,184000,QRIS,J1,J,J. Bumbu Dapur
78353,7202,Direct,8/9/22,Paid,4/25/22,29,M,Selatan,31553,8/9/22,20000,Virtual Account,A1,A,A. Sayur
78354,10432,Email,8/9/22,Paid,6/1/22,27,F,Timur,31554,8/9/22,485000,Transfer Rekening,H2,H,H. Daging Beku
78359,6177,Direct,8/9/22,Paid,4/11/22,26,F,Selatan,31556,8/9/22,364000,Kartu Kredit,I1,I,I. Buah
78361,14621,Direct,8/9/22,Paid,7/23/22,35,F,Utara,31557,8/9/22,648000,Kartu Kredit,J2,J,J. Bumbu Dapur
78364,14361,CPC,8/9/22,Paid,7/20/22,19,F,Timur,31558,8/9/22,104000,QRIS,H1,H,H. Daging Beku
78368,11064,Organic Social,8/9/22,Paid,6/9/22,32,F,Selatan,31560,8/9/22,63000,Virtual Account,J1,J,J. Bumbu Dapur
78371,15695,Organic Social,8/9/22,Paid,8/1/22,27,F,Selatan,31561,8/9/22,53000,QRIS,J1,J,J. Bumbu Dapur
78377,2715,Email,8/9/22,Paid,2/26/22,35,M,Selatan,31562,8/9/22,158000,Virtual Account,I2,I,I. Buah
78378,14456,Email,8/9/22,Paid,7/22/22,24,F,Barat,31563,8/9/22,115000,Virtual Account,F1,F,F. Paket Masak
78382,5359,Email,8/9/22,Paid,4/2/22,30,F,Pusat,31564,8/9/22,150000,QRIS,I2,I,I. Buah
78387,16419,CPC,8/9/22,Paid,8/6/22,27,F,Timur,31565,8/9/22,50000,Virtual Account,F3,F,F. Paket Masak
78384,7472,Direct,8/9/22,Paid,4/29/22,28,F,Selatan,31566,8/9/22,334000,Kartu Kredit,J1,J,J. Bumbu Dapur
78389,494,CPC,8/9/22,Paid,1/10/22,32,M,Selatan,31567,8/9/22,520000,Kartu Kredit,H2,H,H. Daging Beku
78395,16420,CPC,8/9/22,Paid,8/7/22,21,F,Timur,31568,8/9/22,75000,QRIS,G1,G,G. Unggas
78400,7144,CPC,8/9/22,Paid,4/26/22,26,M,Pusat,31569,8/9/22,113000,Virtual Account,G2,G,G. Unggas
78397,13768,CPC,8/9/22,Paid,7/11/22,31,M,Barat,31570,8/9/22,295000,Kartu Kredit,I1,I,I. Buah
78404,15352,Direct,8/9/22,Paid,7/29/22,21,F,Selatan,31571,8/9/22,43000,Transfer Rekening,I1,I,I. Buah
78398,16421,Direct,8/9/22,Paid,8/9/22,21,M,Pusat,31572,8/9/22,124000,Kartu Kredit,I2,I,I. Buah
78402,9706,Organic Social,8/9/22,Paid,5/27/22,26,F,Timur,31573,8/9/22,53000,QRIS,G2,G,G. Unggas
78403,13278,Direct,8/9/22,Paid,7/4/22,20,F,Utara,31574,8/9/22,170000,QRIS,E4,E,E. Kebutuhan Pokok
78408,6525,Organic Search,8/9/22,Paid,4/18/22,36,F,Pusat,31575,8/9/22,60000,Kartu Kredit,G1,G,G. Unggas
78409,13773,Organic Social,8/9/22,Paid,7/13/22,38,F,Utara,31577,8/9/22,178000,Virtual Account,J2,J,J. Bumbu Dapur
78411,15935,Organic Search,8/9/22,Paid,8/3/22,33,F,Pusat,31578,8/9/22,90000,Virtual Account,G1,G,G. Unggas
78414,11882,Direct,8/9/22,Paid,6/24/22,25,F,Timur,31580,8/9/22,62000,Virtual Account,G1,G,G. Unggas
78415,16422,CPC,8/9/22,Paid,8/8/22,20,M,Selatan,31581,8/9/22,73000,Virtual Account,I1,I,I. Buah
78419,10319,CPC,8/9/22,Paid,6/2/22,29,F,Pusat,31582,8/9/22,98000,Virtual Account,I2,I,I. Buah
78422,11330,CPC,8/9/22,Paid,6/15/22,23,M,Timur,31583,8/9/22,101000,QRIS,E3,E,E. Kebutuhan Pokok
78424,6673,Organic Social,8/9/22,Paid,4/21/22,30,F,Barat,31584,8/9/22,182000,Kartu Debit,G2,G,G. Unggas
78427,16423,Organic Social,8/9/22,Paid,8/8/22,25,M,Selatan,31585,8/9/22,43000,Transfer Rekening,G2,G,G. Unggas
78429,16424,Organic Social,8/9/22,Paid,8/9/22,22,F,Timur,31586,8/9/22,88000,QRIS,J1,J,J. Bumbu Dapur
78430,16425,CPC,8/9/22,Paid,8/7/22,25,F,Selatan,31587,8/9/22,52000,Virtual Account,G2,G,G. Unggas
78432,16426,CPC,8/9/22,Paid,8/9/22,27,M,Timur,31588,8/9/22,54000,Virtual Account,F1,F,F. Paket Masak
78433,16427,Organic Social,8/9/22,Paid,8/8/22,26,M,Timur,31589,8/9/22,20000,Kartu Kredit,D2,D,D. Makanan dan Minuman Ringan
78436,3081,Direct,8/9/22,Paid,3/1/22,28,M,Pusat,31590,8/9/22,324000,Kartu Kredit,H2,H,H. Daging Beku
78438,16396,Email,8/9/22,Paid,8/6/22,30,M,Timur,31591,8/9/22,214000,Kartu Debit,E1,E,E. Kebutuhan Pokok
78440,12728,Direct,8/9/22,Paid,7/1/22,28,M,Selatan,31592,8/9/22,365000,Transfer Rekening,J1,J,J. Bumbu Dapur
78443,1217,Organic Social,8/9/22,Paid,1/27/22,33,F,Pusat,31593,8/9/22,267000,Transfer Rekening,F4,F,F. Paket Masak
78444,14035,CPC,8/9/22,Paid,7/15/22,22,M,Timur,31594,8/9/22,57000,QRIS,I1,I,I. Buah
78445,6543,Direct,8/9/22,Paid,4/18/22,33,M,Selatan,31595,8/9/22,163000,QRIS,C3,C,C. Susu & Olahan Susu
78447,15498,Organic Social,8/9/22,Paid,7/29/22,20,F,Timur,31596,8/9/22,56000,Virtual Account,J2,J,J. Bumbu Dapur
78446,9595,Organic Search,8/9/22,Paid,5/27/22,25,F,Selatan,31597,8/9/22,580000,QRIS,H2,H,H. Daging Beku
78448,16428,Direct,8/9/22,Paid,8/9/22,22,F,Utara,31598,8/9/22,150000,Transfer Rekening,J2,J,J. Bumbu Dapur
78450,16429,CPC,8/9/22,Paid,8/7/22,23,F,Timur,31599,8/9/22,83000,QRIS,G2,G,G. Unggas
78451,12180,Direct,8/9/22,Paid,6/25/22,33,M,Utara,31600,8/9/22,421000,Transfer Rekening,H2,H,H. Daging Beku
78455,6019,Direct,8/9/22,Paid,4/10/22,28,F,Selatan,31601,8/9/22,395000,Kartu Kredit,H2,H,H. Daging Beku
78458,16430,CPC,8/9/22,Paid,8/8/22,20,F,Selatan,31602,8/9/22,36000,Virtual Account,J2,J,J. Bumbu Dapur
78468,2612,Direct,8/9/22,Paid,2/23/22,35,F,Selatan,31603,8/9/22,634000,Kartu Debit,J2,J,J. Bumbu Dapur
78472,16431,Organic Social,8/9/22,Paid,8/9/22,19,M,Timur,31604,8/9/22,114000,Virtual Account,E3,E,E. Kebutuhan Pokok
78474,6922,Organic Search,8/9/22,Paid,4/25/22,28,M,Barat,31605,8/9/22,366000,Kartu Kredit,H1,H,H. Daging Beku
78476,427,Direct,8/9/22,Paid,1/6/22,26,F,Pusat,31606,8/9/22,277000,Kartu Kredit,F2,F,F. Paket Masak
78477,398,Organic Search,8/9/22,Paid,1/8/22,36,M,Barat,31607,8/9/22,150000,Virtual Account,I1,I,I. Buah
78479,14418,Organic Social,8/9/22,Paid,7/20/22,27,M,Pusat,31608,8/9/22,92000,QRIS,I2,I,I. Buah
78484,16432,Organic Social,8/9/22,Paid,8/8/22,20,M,Pusat,31609,8/9/22,81000,Virtual Account,G2,G,G. Unggas
78487,16433,CPC,8/9/22,Paid,8/9/22,19,F,Timur,31610,8/9/22,55000,Kartu Debit,G2,G,G. Unggas
78495,4103,Organic Search,8/9/22,Paid,3/14/22,25,F,Barat,31611,8/9/22,424000,Virtual Account,F2,F,F. Paket Masak
78491,760,Email,8/9/22,Paid,1/18/22,29,F,Selatan,31612,8/9/22,319000,Kartu Kredit,H1,H,H. Daging Beku
78494,16434,CPC,8/9/22,Paid,8/8/22,20,M,Timur,31613,8/9/22,44000,Kartu Debit,I2,I,I. Buah
78504,9715,Organic Social,8/9/22,Paid,5/27/22,22,M,Selatan,31615,8/9/22,40000,QRIS,B2,B,B. Makanan Beku
78508,189,Organic Search,8/9/22,Paid,1/3/22,32,M,Selatan,31616,8/9/22,558000,QRIS,H1,H,H. Daging Beku
78512,13805,CPC,8/9/22,Paid,7/12/22,30,M,Selatan,31617,8/9/22,444000,Kartu Kredit,I1,I,I. Buah
78515,12271,Organic Social,8/9/22,Paid,6/27/22,23,F,Pusat,31619,8/9/22,92000,QRIS,E1,E,E. Kebutuhan Pokok
78518,14152,CPC,8/9/22,Paid,7/18/22,20,F,Selatan,31620,8/9/22,16000,QRIS,J2,J,J. Bumbu Dapur
78517,2898,CPC,8/9/22,Paid,2/28/22,24,M,Pusat,31621,8/9/22,521000,Kartu Kredit,H1,H,H. Daging Beku
78522,16435,CPC,8/9/22,Paid,8/7/22,19,F,Timur,31622,8/9/22,93000,QRIS,I2,I,I. Buah
78523,15968,Organic Social,8/9/22,Paid,8/2/22,27,F,Barat,31624,8/9/22,212000,Kartu Kredit,E4,E,E. Kebutuhan Pokok
78528,12411,Direct,8/9/22,Paid,6/29/22,29,M,Timur,31625,8/9/22,392000,Kartu Kredit,H1,H,H. Daging Beku
78529,7628,Organic Social,8/9/22,Paid,4/30/22,21,F,Timur,31626,8/9/22,46000,Virtual Account,A3,A,A. Sayur
78532,16436,CPC,8/9/22,Paid,8/9/22,25,M,Pusat,31627,8/9/22,23000,QRIS,A3,A,A. Sayur
78531,1245,Email,8/9/22,Paid,1/27/22,30,F,Timur,31628,8/9/22,466000,QRIS,J2,J,J. Bumbu Dapur
78533,15819,Direct,8/9/22,Paid,8/2/22,23,F,Barat,31629,8/9/22,140000,Virtual Account,J1,J,J. Bumbu Dapur
78537,1670,CPC,8/9/22,Paid,2/3/22,31,M,Utara,31630,8/9/22,320000,Kartu Kredit,J2,J,J. Bumbu Dapur
78538,345,CPC,8/9/22,Paid,1/5/22,24,F,Timur,31631,8/9/22,105000,Virtual Account,J1,J,J. Bumbu Dapur
78542,1315,Direct,8/9/22,Paid,1/27/22,35,F,Pusat,31632,8/9/22,357000,Kartu Debit,H2,H,H. Daging Beku
78541,7629,Organic Social,8/9/22,Paid,4/30/22,20,M,Selatan,31633,8/9/22,55000,Virtual Account,G2,G,G. Unggas
78543,13752,Direct,8/9/22,Paid,7/11/22,31,F,Barat,31634,8/9/22,270000,Kartu Kredit,F2,F,F. Paket Masak
78545,16437,Direct,8/9/22,Paid,8/8/22,20,M,Utara,31635,8/9/22,56000,Virtual Account,I2,I,I. Buah
78546,16438,CPC,8/9/22,Paid,8/9/22,25,F,Pusat,31636,8/9/22,28000,Virtual Account,J2,J,J. Bumbu Dapur
78547,3201,Email,8/9/22,Paid,3/1/22,32,M,Pusat,31637,8/9/22,162000,Kartu Kredit,J2,J,J. Bumbu Dapur
78549,5518,Organic Search,8/9/22,Paid,4/2/22,29,F,Pusat,31638,8/9/22,346000,Virtual Account,G2,G,G. Unggas
78550,10948,CPC,8/9/22,Paid,6/7/22,26,F,Timur,31639,8/9/22,83000,Virtual Account,G2,G,G. Unggas
78553,6293,Direct,8/9/22,Paid,4/15/22,25,M,Pusat,31640,8/9/22,760000,QRIS,I1,I,I. Buah
78554,7368,Direct,8/9/22,Paid,4/29/22,24,F,Pusat,31641,8/9/22,328000,Kartu Kredit,H2,H,H. Daging Beku
78556,1097,CPC,8/9/22,Paid,1/25/22,31,F,Pusat,31642,8/9/22,365000,QRIS,E2,E,E. Kebutuhan Pokok
78558,445,CPC,8/9/22,Paid,1/8/22,19,M,Timur,31643,8/9/22,28000,QRIS,J2,J,J. Bumbu Dapur
78561,16439,CPC,8/9/22,Paid,8/9/22,26,F,Timur,31644,8/9/22,64000,Virtual Account,I2,I,I. Buah
78565,6253,Direct,8/9/22,Paid,4/14/22,19,F,Barat,31645,8/9/22,73000,QRIS,G1,G,G. Unggas
